주소,
강원도 원주시 흥업면 해삼터길 243,
강원도 횡성군 공근면 금계서로 603,
경상남도 남해군 창선면 흥선로 102-113,
충청북도 괴산군 장연면 미선로점말길 97,
충청남도 공주시 계룡면 상봉길 55-140,
충청남도 태안군 근흥면 낭금길 300-23,
강원도 홍천군 서석면 진여울길 451-37,
제주특별자치도 제주시 구좌읍 한동리 3406,
강원도 정선군 임계면 적목동길 103,
충청북도 청주시 상당구 문의면 덕유남계로 880,
경상북도 경산시 들뫼길 311 (점촌동),
전라남도 곡성군 석곡면 방송길 46-45,
강원도 평창군 방림면 방림2길 133-131,
경북 영양군 일월면 주곡리 산 58-1,
경상북도 군위군 의흥면 원산금양길 322,
전라남도 해남군 황산면 일신리 산228-5,
충청남도 태안군 원북면 이곡리 101,
경북 상주시 모서면 득수리 산 124-1,
전라남도 보성군 보성읍 도락제길 254,
전라남도 보성군 보성읍 녹차로 1047-135,
경상북도 안동시 남후면 아곡길 418-70,
충청남도 당진시 정미면 천평로 205-16,
경상북도 봉화군 소천면 도호길 112,
충청남도 당진시 합덕읍 점원길 105,
경상북도 청도군 매전면 이애태길 22,
전라북도 무주군 무주읍 잠두길 9-82,
강원도 삼척시 가곡면 풍곡리 659,
강원도 정선군 남면 억새꽃길 187-57,
강원도 춘천시 남산면 서백1길 149,
인천광역시 강화군 삼산면 상리길 351,
인천광역시 강화군 삼산면 상리길 451,
강원도 삼척시 도계읍 흥전안길 209-382,
충청북도 충주시 대소원면 탄용길 27-11,
강원도 횡성군 갑천면 갑천로 965,
강원도 홍천군 내면 통마람길 237,
강원도 강릉시 연곡면 행정등길 138,
충청북도 단양군 영춘면 강변로 209-98,
전남 고흥군 고흥읍 고소리 1290,
경기도 의왕시 청계동 409,
경상북도 경주시 불국로 873-243 (진현동),
전라북도 임실군 운암면 금기길 352,
강원도 홍천군 내면 통마람길 407,
강원도 홍천군 내면 통마람길 381-23,
강원도 홍천군 내면 통마람길 420,
경상남도 의령군 봉수면 신현리 산7,
강원도 홍천군 내면 통마람길 381-32,
강원도 홍천군 내면 통마람길 463,
강원도 홍천군 내면 통마람길 484-7,
전라남도 진도군 조도면 가사도길 42-204,
전라남도 곡성군 고달면 고산로 712-50,
전라남도 순천시 송광면 월산길 400
